#Province id 0 is ignored, hard coded.
0;0;0;0;;x;;;;;;;;;;;;;;;;;
106;203;246;73;Dradorny-Arnas;x;
107;106;64;225;107;x;
108;173;82;234;108;x;
109;191;70;143;Scarakikot;x;
110;231;209;39;Lest;x;
111;188;134;24;111;x;
112;231;64;109;Palcana;x;
113;94;118;179;Severna;x;
114;37;101;107;Dilgul;x;
115;209;152;112;Or-Sarn;x;
116;21;200;88;Astrel;x;
117;185;155;70;Mistrand;x;
118;237;22;29;118;x;
119;228;143;21;Crispa;x;
120;170;49;161;120;x;
121;152;88;73;121;x;
122;249;88;79;Sura;x;
123;95;216;36;123;x;
124;234;152;73;124;x;
125;222;124;103;Rhunea;x;
126;112;164;118;Kelepar;x;
127;236;147;13;127;x;
128;213;19;62;128;x;
129;59;172;100;129;x;
130;179;43;222;130;x;
131;67;170;155;131;x;
132;222;225;152;132;x;
133;203;76;30;133;x;
134;252;203;149;134;x;
135;128;61;213;Kugavod;x;
136;222;182;109;136;x;
137;170;103;85;Rhudar;x;
138;115;70;228;Fokerdo;x;
139;0;203;197;Tundera Vau;x;
140;182;30;39;Berestye;x;
141;140;17;214;Tol Sulereb;x;
142;112;167;82;Kurk;x;
143;58;228;134;143;x;
144;149;55;179;144;x;
145;76;237;234;145;x;
146;55;137;176;146;x;
147;94;209;131;147;x;
148;27;131;225;Forodim;x;
149;188;109;88;149;x;
150;216;112;240;150;x;
151;82;100;188;151;x;
152;103;228;197;152;x;
153;161;39;16;153;x;
154;45;64;85;154;x;
155;191;73;231;155;x;
156;55;203;173;156;x;
157;40;59;229;157;x;
158;60;180;62;158;x;
159;14;116;208;159;x;
160;88;163;37;160;x;
161;131;43;228;161;x;
162;36;246;213;Szrelga;x;
163;185;200;118;163;x;
164;173;97;200;164;x;
165;109;219;155;Brimble;x;
166;33;73;203;166;x;
167;246;124;15;167;x;
168;158;82;61;Sadvar;x;
169;52;143;152;169;x;
170;115;222;109;170;x;
171;143;209;94;171;x;
172;155;91;234;172;x;
173;188;33;140;173;x;
174;243;91;30;174;x;
175;27;182;124;175;x;
176;127;165;194;176;x;
177;239;205;60;177;x;
178;155;137;103;Padvan;x;
179;200;200;79;179;x;
180;164;70;67;180;x;
181;124;170;100;181;x;
182;146;128;118;182;x;
183;197;197;128;183;x;
184;3;82;191;184;x;
185;61;134;182;Kalperia;x;
186;252;143;36;Pelenwod;x;
187;216;61;112;Asanori;x;
188;191;95;113;Pargeltir;x;
189;152;131;161;Gastwolk;x;
190;128;137;128;Killindrow;x;
191;198;89;139;Kaerst;x;
192;118;237;216;Mael;x;
193;37;182;216;Uldonavan;x;
194;42;131;115;Saelin;x;
195;68;205;93;Endelmir;x;
196;79;91;152;Galgorin;x;
197;245;195;22;Eldrast;x;
198;79;134;112;Maltir;x;
199;213;109;71;Deneral;x;
200;118;61;134;200;x;
201;216;33;21;201;x;
202;106;222;49;Kardavan;x;
203;109;121;9;Yselvod;x;
204;103;106;137;Dollantir;x;
205;211;99;34;Althrith;x;
206;213;70;209;Mills End;x;
207;206;162;112;Meldrin;x;
208;143;73;52;Askal;x;
209;58;170;146;Ilanin;x;
210;112;121;103;210;x;
211;197;179;27;211;x;
212;137;173;134;Kerve;x;
213;39;143;222;213;x;
214;83;113;176;Gyagasorag;x;
215;73;188;219;215;x;
216;43;106;234;Vadren;x;
217;97;131;149;Burh Marhlinge;x;
218;170;203;64;Lar Sagra;x;
219;188;118;115;Burh Maridais;x;
220;106;219;225;220;x;
221;203;39;52;221;x;
222;203;112;115;Dol Calenmir;x;
223;222;58;88;223;x;
224;103;240;170;Dol Calamin;x;
225;36;131;213;Bereg;x;
226;216;34;106;226;x;
227;240;103;15;227;x;
228;200;203;43;228;x;
229;68;174;180;229;x;
230;158;115;173;230;x;
231;173;100;85;231;x;
232;94;124;128;232;x;
233;204;122;205;Authleber;x;
234;90;217;68;234;x;
235;243;237;152;235;x;
236;206;200;119;236;x;
237;137;185;79;Ohtalepet;x;
238;161;182;118;238;x;
239;140;176;117;Sumna;x;
240;149;61;181;240;x;
241;88;85;241;241;x;
242;185;164;164;242;x;
243;106;55;109;243;x;
244;22;231;177;244;x;
245;149;143;253;245;x;
246;118;76;55;246;x;
247;64;118;137;247;x;
248;21;222;222;248;x;
249;22;98;123;249;x;
250;24;195;72;250;x;
251;28;158;171;251;x;
252;122;117;43;252;x;
253;135;229;188;253;x;
254;136;172;148;254;x;
255;133;162;103;255;x;
256;136;72;148;256;x;
257;242;16;234;257;x;
258;54;173;6;258;x;
259;8;19;121;259;x;
260;207;234;81;260;x;
261;188;240;72;261;x;
262;229;171;186;262;x;
263;37;110;26;263;x;
264;35;242;44;264;x;
265;241;12;149;265;x;
266;94;163;131;266;x;
267;18;111;216;267;x;
268;218;159;157;268;x;
269;128;217;142;269;x;
270;160;140;147;270;x;
271;188;70;199;271;x;
272;64;100;88;272;x;
273;115;25;8;273;x;
274;180;55;124;274;x;
275;217;178;226;275;x;
276;140;47;206;276;x;
277;138;215;101;277;x;
278;16;165;173;278;x;
279;146;118;147;279;x;
280;129;36;109;280;x;
281;137;66;211;281;x;
282;118;206;242;282;x;
283;143;127;16;283;x;
284;118;252;28;284;x;
285;189;75;107;285;x;
286;31;86;56;286;x;
287;21;152;95;Burh Ermanarikis;x;
288;211;192;123;Stainah Westa;x;
289;25;118;160;Khurvasagh;x;
290;200;1;113;Joghul;x;
291;198;135;20;Burh Padareiks;x;
292;92;163;123;292;x;
293;51;123;60;293;x;
294;208;151;209;294;x;
295;93;247;37;295;x;
296;139;5;144;Esegel;x;
297;38;233;221;297;x;
298;27;123;94;298;x;
299;244;13;36;299;x;
300;155;153;59;300;x;
301;36;166;246;301;x;
302;150;220;93;302;x;
303;82;226;205;303;x;
304;86;61;207;304;x;
305;52;100;171;305;x;
306;102;11;240;306;x;
307;85;228;123;Moth;x;
308;93;142;162;308;x;
309;5;163;63;309;x;
310;64;251;61;310;x;
311;17;139;148;311;x;
312;160;173;150;312;x;
313;191;170;109;313;x;
314;74;46;205;314;x;
315;87;207;78;315;x;
316;190;156;153;316;x;
317;178;100;76;317;x;
318;55;127;174;318;x;
319;232;254;78;Nartok;x;
320;207;253;75;320;x;
321;68;120;207;321;x;
322;124;83;116;322;x;
323;115;219;55;323;x;
324;159;221;57;324;x;
325;117;232;253;325;x;
326;42;107;82;Rarana;x;
327;185;123;233;Rubagub;x;
328;30;185;75;Narutham;x;
329;58;245;214;Klofnakot;x;
330;138;23;38;Katary;x;
331;10;29;142;331;x;
332;57;233;65;332;x;
333;66;207;157;333;x;
334;77;52;7;334;x;
335;141;71;45;335;x;
336;148;225;98;336;x;
337;245;12;162;337;x;
338;141;197;189;338;x;
339;73;99;249;339;x;
340;173;97;9;340;x;
341;157;98;147;341;x;
342;17;129;207;342;x;
343;38;156;251;343;x;
344;177;183;174;344;x;
345;26;179;221;Burh Gadraughts;x;
346;214;52;202;Wayhidstede;x;
347;121;49;59;Desh;x;
348;158;216;157;Sedara;x;
349;96;204;48;Burh Beorills;x;
350;232;67;171;Mokta;x;
351;181;183;7;Burh Seath;x;
352;240;208;231;Burh Waldmarhis;x;
353;65;244;54;Wagnuholl;x;
354;168;65;156;Galkní;x;
355;230;222;137;Grasgard;x;
356;244;208;18;Klainibrist;x;
357;82;173;190;Lar-Huil;x;
358;87;108;10;Sentadu;x;
359;156;4;89;Khepatari;x;
360;89;177;25;Khai;x;
361;189;129;228;Amparq;x;
362;202;171;75;Varfest;x;
363;243;49;215;Chahuzke;x;
364;79;188;173;Bahr Ailgra;x;
365;212;98;8;Burh Kaupis;x;
366;217;169;250;Dyn Odoric;x;
367;121;215;198;Narmo;x;
368;153;164;59;Turararkther;x;
369;60;165;107;Ulgerstat;x;
370;19;172;71;Urdharkonur;x;
371;114;113;70;Nan Morsereg;x;
372;32;98;131;Stath Thliuhande;x;
373;156;198;18;Burh Thurasig;x;
374;250;134;169;Pargurb;x;
375;47;66;57;Penstow;x;
376;196;104;23;Zodaldo;x;
377;46;98;62;Khuzherth;x;
378;226;206;98;Maedwe-Dukas;x;
379;28;49;99;Narai;x;
380;74;51;237;Erebor;x;
381;97;245;215;Steinholl;x;
382;44;197;58;Felagsgard;x;
383;124;51;99;Set a Biargi;x;
384;14;137;10;Khrald;x;
385;129;1;233;Barak-Shathur;x;
386;175;227;139;Khathura;x;
387;72;245;46;387;x;
388;253;222;12;Berafeld;x;
389;219;248;60;389;x;
390;90;182;177;Cirith Mithlin;x;
391;56;172;139;391;x;
392;200;50;188;392;x;
393;203;37;168;393;x;
394;89;185;4;394;x;
395;113;190;135;395;x;
396;240;148;163;396;x;
397;19;202;37;397;x;
398;162;240;160;398;x;
399;252;25;66;399;x;
400;245;115;25;400;x;
401;52;182;94;Bozisha-Dar;x;
402;70;112;39;Pred;x;
403;173;103;128;403;x;
404;255;82;176;404;x;
405;131;203;70;405;x;
406;231;170;49;406;x;
407;185;18;167;Anwaz;x;
408;206;64;21;408;x;
409;67;179;149;409;x;
410;6;112;124;410;x;
411;24;206;131;411;x;
412;73;203;67;Refina;x;
413;73;112;64;413;x;
414;43;213;179;414;x;
415;103;112;243;415;x;
416;170;36;194;Alsamadi;x;
417;82;121;158;417;x;
418;188;219;85;418;x;
419;219;194;112;419;x;
420;240;21;155;420;x;
421;222;91;100;421;x;
422;200;30;30;Di-Gak;x;
423;240;213;46;423;x;
424;237;115;79;424;x;
425;219;85;115;425;x;
426;149;18;33;426;x;
427;185;112;112;427;x;
428;167;112;103;Khemnar;x;
429;52;103;73;429;x;
430;243;240;21;430;x;
431;219;33;219;431;x;
432;30;61;109;432;x;
433;137;179;158;433;x;
434;146;91;118;434;x;
435;170;170;206;435;x;
436;182;182;182;436;x;
437;97;146;206;437;x;
438;115;124;0;438;x;
439;188;52;24;Tresti;x;
440;57;145;122;440;x;
441;173;143;94;441;x;
442;46;137;43;442;x;
443;216;228;30;443;x;
444;206;70;222;444;x;
445;237;15;124;445;x;
446;249;103;79;446;x;
447;234;191;61;447;x;
448;219;103;82;Pred;x;
449;255;203;152;Onak-Ji;x;
450;88;164;131;450;x;
451;46;155;240;451;x;
452;194;58;243;452;x;
453;64;55;228;453;x;
454;179;191;228;454;x;
455;228;137;203;455;x;
456;128;106;182;456;x;
457;203;27;112;457;x;
458;134;124;222;458;x;
459;143;94;0;Tul Poac;x;
460;85;137;164;Kun;x;
461;240;94;100;461;x;
462;225;203;197;462;x;
463;237;109;70;Evepoa;x;
464;30;213;225;Poan;x;
465;27;128;161;Bal;x;
466;97;146;252;Rask;x;
467;143;167;249;Tur Kirinar;x;
468;67;58;209;Rintark;x;
469;91;88;203;Tul Isra;x;
470;46;70;118;Tur Aylra;x;
471;82;143;179;471;x;
472;143;191;46;Baud Selen;x;
473;124;155;182;Eveselen;x;
474;79;109;182;Bampoa;x;
475;152;179;88;475;x;
476;179;21;118;476;x;
477;131;109;103;Tarnet Barzain;x;
478;216;36;70;478;x;
479;237;12;6;479;x;
480;191;79;43;480;x;
481;49;213;124;481;x;
482;18;225;194;Kelen;x;
483;103;36;67;Tartaust;x;
484;225;52;15;Fhul;x;
485;15;164;194;485;x;
486;91;76;18;486;x;
487;185;131;231;487;x;
488;197;9;231;Kuyulain;x;
489;112;106;188;489;x;
490;182;18;39;490;x;
491;112;228;234;491;x;
492;240;131;185;492;x;
493;225;140;49;493;x;
494;73;219;70;494;x;
495;252;173;228;495;x;
496;231;222;52;Isresk;x;
497;203;82;18;Tyrarrest;x;
498;146;61;164;Yenidred;x;
499;61;118;194;499;x;
500;49;61;213;Kirm;x;
501;228;33;9;Charnesra;x;
502;167;82;67;Siresha;x;
503;243;200;85;Ayn;x;
504;73;146;36;504;x;
505;30;237;36;505;x;
506;58;115;140;506;x;
507;115;188;121;507;x;
508;18;106;176;508;x;
509;49;188;228;509;x;
510;243;137;3;Tul Harar;x;
511;18;152;115;511;x;
512;115;225;27;Kuyu Mavi;x;
513;222;12;213;513;x;
514;146;70;124;514;x;
515;39;64;237;515;x;
516;27;161;240;Kenk;x;
517;64;234;43;Mogholy Dask;x;
518;185;43;97;518;x;
519;179;24;237;519;x;
520;121;91;73;Rok;x;
521;255;137;18;Dred;x;
522;124;24;143;522;x;
523;188;24;33;523;x;
524;240;109;176;524;x;
525;164;64;155;Akhul;x;
526;103;203;100;526;x;
527;240;118;12;527;x;
528;228;137;170;528;x;
529;194;161;43;529;x;
530;82;124;185;530;x;
531;228;137;91;531;x;
532;138;175;137;Aksari;x;
533;120;156;22;533;x;
534;109;140;100;534;x;
535;79;88;176;535;x;
536;67;143;140;536;x;
537;110;29;8;537;x;
538;222;121;27;538;x;
539;143;64;85;539;x;
540;191;115;106;540;x;
541;49;67;240;541;x;
542;134;43;219;542;x;
543;219;100;255;543;x;
544;46;36;200;544;x;
545;146;161;164;545;x;
546;146;55;103;546;x;
547;103;106;143;547;x;
548;79;97;143;548;x;
549;158;79;146;Sud Sicanna;x;
550;143;112;158;550;x;
551;170;149;58;551;x;
552;70;225;206;Dezful;x;
553;216;91;68;553;x;
554;173;213;46;554;x;
555;170;82;216;555;x;
556;122;138;101;556;x;
557;84;174;193;557;x;
558;74;191;41;558;x;
559;31;11;195;Naephys;x;
560;172;115;22;Murghyr;x;
561;91;140;178;Koser;x;
562;250;62;113;Bahri;x;
563;201;244;37;563;x;
564;180;156;97;564;x;
565;237;8;33;Ujarath;x;
566;164;91;105;566;x;
567;195;30;105;Mazharath;x;
568;206;15;61;Asubuhl;x;
569;201;151;234;Xyunai;x;
570;222;251;241;570;x;
571;170;76;170;Shand Tulaim;x;
572;243;55;100;572;x;
573;200;21;252;Suda Cull;x;
574;161;67;64;574;x;
575;234;128;46;575;x;
576;188;43;0;576;x;
577;219;97;55;577;x;
578;161;203;76;578;x;
579;252;152;143;579;x;
580;118;137;161;580;x;
581;158;209;131;581;x;
582;128;49;82;582;x;
583;143;237;33;Hidar;x;
584;240;255;79;584;x;
585;131;131;137;585;x;
586;118;58;161;586;x;
587;85;234;203;587;x;
588;128;152;167;588;x;
589;30;76;222;589;x;
590;9;170;182;590;x;
591;115;194;115;591;x;
592;194;46;82;592;x;
593;161;249;206;593;x;
594;39;146;91;594;x;
595;213;64;182;595;x;
596;121;216;24;596;x;
597;61;219;255;597;x;
598;237;173;52;598;x;
599;149;18;137;Basira;x;
600;28;251;171;Gadirkana;x;
601;112;197;191;Dharan-Sar;x;
602;97;173;24;602;x;
603;79;82;240;603;x;
604;209;82;24;604;x;
605;146;55;137;605;x;
606;170;243;55;606;x;
607;76;167;106;607;x;
608;40;16;123;608;x;
609;143;118;21;609;x;
610;128;82;106;610;x;
611;231;82;255;Has Yayb;x;
612;167;200;209;Celentir;x;
613;112;124;216;613;x;
614;237;115;124;Gobel Ancalimon;x;
615;70;143;85;Gobel Mirlond;x;
616;67;91;173;Ramlond;x;
617;15;112;197;Kiba;x;
618;81;75;104;An Pharaz;x;
619;48;176;108;Bur Baklin;x;
620;97;240;132;An Zalim;x;
621;46;61;152;Suk Oda;x;
622;161;118;82;Has Annun;x;
623;119;1;62;Barad Harn;x;
624;178;138;43;Kastarn;x;
625;145;199;53;Taen Iant;x;
626;91;2;135;Tirith Argon;x;
627;229;150;171;Tirith Amrun;x;
628;24;238;226;Amrun;x;
629;17;197;230;Oud Ilaz;x;
630;208;77;90;Thrihja Peh;x;
631;130;23;197;Nardukhad;x;
632;1;53;248;Korondaj;x;
633;54;157;67;Feah;x;
634;34;210;137;Parzee;x;
635;213;203;245;Kruk Mahur;x;
636;210;188;86;Talazhan;x;
637;65;142;2;Enmahadh;x;
638;186;71;98;Mikarin Peh;x;
639;102;106;133;Kruk Boyadla;x;
640;105;85;124;Pazghar;x;
641;38;219;200;Sturlurtsa Khand;x;
642;142;226;84;An Sakal;x;
643;75;71;120;Rhungardh;x;
644;164;199;210;Korb Khelkar;x;
645;46;98;33;Gizar;x;
646;164;106;70;Kal-Nargil;x;
647;56;6;42;Kas Auchel;x;
648;56;118;250;Deshgar;x;
649;92;221;242;Bogath;x;
650;155;29;170;Abur;x;
651;15;86;102;Kyzilkum;x;
652;148;168;206;Ubesesh;x;
653;63;183;243;Ovathrac;x;
654;37;98;220;Brafenas;x;
655;181;238;12;Kruk Datmen;x;
656;180;121;146;Laorki;x;
657;126;96;237;Layotam;x;
658;186;209;30;Zhaneen;x;
659;42;200;185;Trijha Peh;x;
660;191;39;40;Maresh;x;
661;169;92;115;661;x;
662;31;195;54;Olbamarl;x;
663;194;25;156;Bishtar-uta-Paveter;x;
664;14;120;70;Kurgan;x;
665;232;29;193;665;x;
666;52;228;197;666;x;
667;115;221;107;667;x;
668;118;79;52;668;x;
669;77;16;235;669;x;
670;21;73;238;670;x;
671;81;132;206;671;x;
672;92;11;88;672;x;
673;254;89;220;Ammu Khand;x;
674;113;43;91;674;x;
675;36;190;185;675;x;
676;255;203;27;Buksor;x;
677;92;57;112;677;x;
678;152;221;143;678;x;
679;204;132;53;679;x;
680;13;104;166;Simurgh-dara;x;
681;109;2;133;681;x;
682;81;99;106;682;x;
683;161;32;237;683;x;
684;11;216;207;684;x;
685;141;249;232;685;x;
686;35;161;41;686;x;
687;187;154;191;Mandan;x;
688;30;18;216;688;x;
689;163;203;161;689;x;
690;231;96;207;690;x;
691;91;108;28;691;x;
692;99;42;214;692;x;
693;26;111;85;Minas Menost;x;
694;100;157;145;Amon Eithel;x;
695;120;163;238;Neledhnin;x;
696;93;48;103;Tir Ethraid;x;
697;199;184;10;Bar Nepos;x;
698;183;193;209;Nen Falastir;x;
699;98;132;218;Eithel Thurin;x;
700;64;19;219;Methir;x;
701;201;234;37;Bar Malduin;x;
702;39;3;169;Imlad Carnen;x;
703;61;97;157;Barad Dirnen;x;
704;192;194;134;704;x;
705;116;2;248;705;x;
706;113;94;77;Mardu-hash;x;
707;42;187;116;Dokhtar;x;
708;193;57;85;Dol Narthan;x;
709;226;92;172;Nenporos;x;
710;88;178;36;Athnad Poros;x;
711;76;173;46;Hyarmentie;x;
712;40;92;51;Cabed Malduin;x;
713;61;244;126;Kruk Azhanna;x;
714;201;124;239;Imak Peh;x;
715;200;160;68;715;x;
716;50;129;88;Tereze;x;
717;202;80;141;Anrkuz;x;
718;139;158;234;718;x;
719;71;112;131;719;x;
720;187;83;186;720;x;
721;142;158;40;721;x;
722;163;38;48;Nobal Mayzri;x;
723;29;226;141;723;x;
724;197;159;8;724;x;
725;124;90;172;725;x;
726;187;61;136;Lar-Huz;x;
727;16;123;112;727;x;
728;2;164;226;728;x;
729;176;120;234;729;x;
730;178;35;177;730;x;
731;92;235;235;731;x;
732;191;233;107;732;x;
733;133;206;107;733;x;
734;171;176;92;734;x;
735;231;15;43;Friyar;x;
736;205;34;173;736;x;
737;224;96;136;737;x;
738;117;81;179;Neburkha;x;
739;99;144;84;739;x;
740;21;68;18;Kalez;x;
741;97;15;16;Sirlith;x;
742;38;67;106;742;x;
743;170;206;219;Carvarad;x;
744;123;5;221;Bar-Lithryn;x;
745;65;208;112;745;x;
746;179;42;37;746;x;
747;8;200;204;747;x;
748;87;233;90;748;x;
749;221;197;13;Narchost;x;
750;179;100;103;750;x;
751;161;124;138;751;x;
752;72;114;32;Anwuning;x;
753;64;24;15;Sarnen Thuringwath;x;
754;191;222;250;Keshvar;x;
755;165;25;221;755;x;
756;185;111;60;756;x;
757;168;5;180;757;x;
758;27;127;14;Burh Widu;x;
759;220;5;19;Medelarnis;x;
760;167;120;43;760;x;
761;59;159;15;Burh Hleow;x;
762;180;254;212;762;x;
763;253;51;44;763;x;
764;47;32;87;764;x;
765;118;160;48;765;x;
766;204;74;195;766;x;
767;224;34;127;767;x;
768;223;196;59;Gobelaer;x;
769;36;88;62;769;x;
770;63;143;28;Ethir Tadol;x;
771;192;74;65;Haudh-in-Gwanun;x;
772;72;47;5;Esgaroth;x;
773;87;128;225;Romenost;x;
774;161;130;183;Fiskwor;x;
775;84;121;78;Sad Doldur;x;
776;179;110;233;776;x;
777;119;44;119;777;x;
778;139;88;214;778;x;
779;157;8;208;779;x;
780;174;152;41;Orda;x;
781;227;13;91;Eithil Celebrin;x;
782;131;111;10;Kadar-golnauk;x;
783;34;48;25;783;x;
784;68;90;197;784;x;
785;4;93;135;Dol Acharn;x;
786;143;74;23;Londaroth;x;
787;106;143;11;Ufum-mau;x;
788;21;124;123;788;x;
789;202;145;237;789;x;
790;185;54;90;790;x;
791;144;81;194;791;x;
792;243;179;86;792;x;
793;199;174;11;793;x;
794;244;43;64;794;x;
795;129;156;148;795;x;
796;238;170;89;796;x;
797;104;127;60;797;x;
798;203;243;171;Dru Vadokan;x;
799;171;71;91;Tol Malbor;x;
800;232;24;105;Den Loke;x;
801;21;212;37;801;x;
802;240;163;214;802;x;
803;33;192;249;803;x;
804;4;114;107;804;x;
805;60;102;80;805;x;
806;139;162;75;806;x;
807;73;164;55;807;x;
808;253;57;101;808;x;
809;98;119;55;Lag-Auris;x;
810;70;132;226;Udunanca;x;
811;169;188;50;Ovir;x;
812;46;237;135;Yanwe Seron;x;
813;155;75;3;Ulund;x;
814;167;238;46;Surgax-Urkog;x;
815;50;93;45;815;x;
816;17;149;79;816;x;
817;85;193;229;817;x;
818;12;165;108;Helka;x;
819;95;134;244;819;x;
820;211;46;205;820;x;
821;137;15;170;Carchost;x;
822;156;207;91;Burh Fald;x;
823;117;250;55;Fennas Baradlrin;x;
824;197;88;203;Echad Waetan;x;
825;192;140;37;825;x;
826;93;240;13;826;x;
827;222;56;116;827;x;
828;47;121;161;Bernastath;x;
829;240;182;159;829;x;
830;11;67;80;Veistyt Muurit;x;
831;121;143;57;831;x;
832;211;184;48;832;x;
833;8;70;248;833;x;
834;39;112;164;834;x;
835;53;95;141;835;x;
836;198;38;22;836;x;
837;110;210;76;837;x;
838;96;82;231;838;x;
839;98;134;129;839;x;
840;171;2;15;840;x;
841;19;103;106;841;x;
842;199;98;52;842;x;
843;39;150;188;843;x;
844;196;230;108;844;x;
845;1;59;234;845;x;
846;54;20;101;846;x;
847;213;197;215;847;x;
848;240;178;66;848;x;
849;44;132;157;849;x;
850;113;13;172;850;x;
851;254;230;41;851;x;
852;201;62;225;Tuwurdrog;x;
853;127;209;173;853;x;
854;81;116;14;Eagduru;x;
855;200;229;14;Burh Thingstat;x;
856;106;218;230;Langwell;x;
857;130;242;28;857;x;
858;216;133;125;858;x;
859;65;124;189;Gundalok;x;
860;50;181;241;Gundabad;x;
861;59;229;64;861;x;
862;84;36;225;Latash;x;
863;96;92;21;Nan Angmar;x;
864;131;83;107;Parth Gurthil;x;
865;74;133;53;Mindil Kepich;x;
866;171;38;73;Angsul;x;
867;92;176;45;Morkai;x;
868;116;108;223;868;x;
869;236;64;216;869;x;
870;243;91;168;Mindil Kepich;x;
871;168;122;183;871;x;
872;76;246;160;872;x;
873;31;194;138;Zarak-Dum;x;
874;172;180;162;Angirith;x;
875;52;66;41;Gram;x;
876;28;172;229;Cargash;x;
877;179;90;140;Eldanar;x;
878;252;73;104;878;x;
879;196;59;172;Shedun;x;
880;1;156;64;Kuska;x;
881;9;137;45;Angsir;x;
882;19;178;97;En Udanoriath;x;
883;74;112;252;Nan Loke;x;
884;204;70;86;Ugulai;x;
885;8;65;10;Vrakyabaurg;x;
886;245;177;146;Maethelburg;x;
887;251;8;224;Amon Thyryr;x;
888;91;188;92;Athrad Sirros;x;
889;211;122;94;889;x;
890;25;200;109;890;x;
891;141;45;211;Dungirith;x;
892;120;218;202;892;x;
893;43;198;235;Athrac Iaur;x;
894;83;2;225;894;x;
895;123;63;144;895;x;
896;160;19;126;896;x;
897;233;46;66;Cirith Himninond;x;
898;84;214;255;Celebost;x;
899;156;27;197;Cirith Auris;x;
900;25;72;233;Cirith Feadin;x;
901;140;92;96;901;x;
902;233;100;131;Nan Gurth;x;
903;194;148;39;Nordinbad;x;
904;106;126;193;904;x;
905;114;204;165;Kala;x;
906;205;76;143;Lugat;x;
907;175;63;12;Garzugul;x;
908;223;72;27;Vutar Fshat;x;
909;84;242;246;909;x;
910;218;142;51;910;x;
911;137;32;118;911;x;
912;41;212;77;912;x;
913;253;6;28;Carn Dum;x;
914;131;149;94;914;x;
915;204;99;242;915;x;
916;207;29;81;916;x;
917;64;157;99;917;x;
918;2;254;85;918;x;
919;168;241;175;919;x;
920;59;155;183;Ravda;x;
921;33;225;43;Malenhad;x;
922;77;3;100;922;x;
923;91;191;9;923;x;
924;182;78;36;924;x;
925;179;245;147;Kylmatalu;x;
926;169;199;109;926;x;
927;196;227;31;Piemi Satama;x;
928;63;65;105;928;x;
929;196;82;5;929;x;
930;146;169;141;930;x;
